Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Lamar_County,_Texas",,,,,,,"3,978","10,136","15,790","27,193","37,302","48,627","46,544","55,742","48,529","50,425","43,033","34,234","36,062","42,156","43,949","48,499","49,793",,,,"49,859",,Lamar County, Texas
"https://en.wikipedia.org/wiki/Lamb_County,_Texas",,,,,,,,,,,4,31,540,"1,175","17,452","17,606","20,015","21,896","17,770","18,669","15,072","14,709","13,977",,,,"12,893",,Lamb County, Texas
"https://en.wikipedia.org/wiki/Lampasas_County,_Texas",,,,,,,,"1,028","1,344","5,421","7,584","8,625","9,532","8,800","8,677","9,167","9,929","9,418","9,323","12,005","13,521","17,762","19,677",,,,"21,428",,Lampasas County, Texas
"https://en.wikipedia.org/wiki/La_Salle_County,_Texas",,,,,,,,,69,789,"2,139","2,303","4,747","4,821","8,228","8,003","7,485","5,972","5,014","5,514","5,254","5,866","6,886",,,,"7,520",,La Salle County, Texas
"https://en.wikipedia.org/wiki/Lavaca_County,_Texas",,,,,,,"1,571","5,945","9,168","13,641","21,887","28,121","26,418","28,964","27,550","25,485","22,159","20,174","17,903","19,004","18,690","19,210","19,263",,,,"20,154",,Lavaca County, Texas
"https://en.wikipedia.org/wiki/Lee_County,_Texas",,,,,,,,,,"8,937","11,952","14,595","13,132","14,014","13,390","12,751","10,144","8,949","8,048","10,952","12,854","15,657","16,612",,,,"17,239",,Lee County, Texas
"https://en.wikipedia.org/wiki/Leon_County,_Texas",,,,,,,"1,946","6,781","6,523","12,817","13,841","18,072","16,583","18,286","19,898","17,733","12,024","9,951","8,738","9,594","12,665","15,335","16,801",,,,"17,404",,Leon County, Texas
"https://en.wikipedia.org/wiki/Liberty_County,_Texas",,,,,,,"2,522","3,189","4,414","4,999","4,230","8,102","10,686","14,637","19,868","24,541","26,729","31,595","33,014","47,088","52,726","70,154","75,643",,,,"88,219",,Liberty County, Texas
"https://en.wikipedia.org/wiki/Limestone_County,_Texas",,,,,,,"2,608","4,537","8,591","16,246","21,678","32,573","34,621","33,283","39,497","33,781","25,251","20,413","18,100","20,224","20,946","22,051","23,384",,,,"23,437",,Limestone County, Texas
"https://en.wikipedia.org/wiki/Lipscomb_County,_Texas",,,,,,,,,,69,632,790,"2,634","3,684","4,512","3,764","3,658","3,406","3,486","3,766","3,143","3,057","3,302",,,,"3,233",,Lipscomb County, Texas
"https://en.wikipedia.org/wiki/Live_Oak_County,_Texas",,,,,,,,593,852,"1,994","2,055","2,268","3,442","4,171","8,956","9,799","9,054","7,846","6,697","9,606","9,556","12,309","11,531",,,,"12,207",,Live Oak County, Texas
"https://en.wikipedia.org/wiki/Llano_County,_Texas",,,,,,,,"1,101","1,379","4,962","6,772","7,301","6,520","5,360","5,538","5,996","5,377","5,240","6,979","10,144","11,631","17,044","19,301",,,,"21,795",,Llano County, Texas
"https://en.wikipedia.org/wiki/Loving_County,_Texas",,,,,,,,,,,,,,,,285,227,226,164,91,107,67,82,,,,169,,Loving County, Texas
"https://en.wikipedia.org/wiki/Lubbock_County,_Texas",,,,,,,,,,25,33,293,"3,624","11,096","39,104","51,782","101,048","156,271","179,295","211,651","222,636","242,628","278,831",,,,"310,569",,Lubbock County, Texas
"https://en.wikipedia.org/wiki/Lynn_County,_Texas",,,,,,,,,,9,24,17,"1,713","4,751","12,372","11,931","11,030","10,914","9,107","8,605","6,758","6,550","5,915",,,,"5,951",,Lynn County, Texas
"https://en.wikipedia.org/wiki/McCulloch_County,_Texas",,,,,,,,,173,"1,533","3,217","3,960","13,405","11,020","13,883","13,208","11,701","8,815","8,571","8,735","8,778","8,205","8,283",,,,"7,984",,McCulloch County, Texas
"https://en.wikipedia.org/wiki/McLennan_County,_Texas",,,,,,,,"6,206","13,500","26,934","39,204","59,772","73,250","82,921","98,682","101,898","130,194","150,091","147,553","170,755","189,123","213,517","234,906",,,,"256,623",,McLennan County, Texas
"https://en.wikipedia.org/wiki/McMullen_County,_Texas",,,,,,,,,230,701,"1,038","1,024","1,091",952,"1,351","1,374","1,187","1,116","1,095",789,817,851,707,,,,743,,McMullen County, Texas
"https://en.wikipedia.org/wiki/Madison_County,_Texas",,,,,,,,"2,238","4,061","5,395","8,512","10,432","10,318","11,956","12,227","12,029","7,996","6,749","7,693","10,649","10,931","12,940","13,664",,,,"14,284",,Madison County, Texas
"https://en.wikipedia.org/wiki/Marion_County,_Texas",,,,,,,,"3,977","8,562","10,983","10,862","10,754","10,472","10,886","10,371","11,457","10,172","8,049","8,517","10,360","9,984","10,941","10,546",,,,"9,854",,Marion County, Texas
"https://en.wikipedia.org/wiki/Martin_County,_Texas",,,,,,,,,,12,264,332,"1,549","1,146","5,785","5,556","5,541","5,068","4,774","4,684","4,956","4,746","4,799",,,,"5,771",,Martin County, Texas
"https://en.wikipedia.org/wiki/Mason_County,_Texas",,,,,,,,630,678,"2,655","5,180","5,573","5,683","4,824","5,511","5,378","4,945","3,780","3,356","3,683","3,423","3,738","4,012",,,,"4,274",,Mason County, Texas
"https://en.wikipedia.org/wiki/Matagorda_County,_Texas",,,,,,,"2,124","3,454","3,377","3,940","3,985","6,097","13,597","16,589","17,678","20,066","21,559","25,744","27,913","37,828","36,928","37,957","36,702",,,,"36,643",,Matagorda County, Texas
"https://en.wikipedia.org/wiki/Maverick_County,_Texas",,,,,,,,726,"1,951","2,967","3,698","4,066","5,151","7,418","6,120","10,071","12,292","14,508","18,093","31,398","36,378","47,297","54,258",,,,"58,722",,Maverick County, Texas
"https://en.wikipedia.org/wiki/Medina_County,_Texas",,,,,,,909,"1,838","2,078","4,492","5,730","7,783","13,415","11,679","13,989","16,106","17,013","18,904","20,249","23,164","27,312","39,304","46,006",,,,"51,584",,Medina County, Texas
"https://en.wikipedia.org/wiki/Menard_County,_Texas",,,,,,,,,667,"1,239","1,215","2,011","2,707","3,162","4,447","4,521","4,175","2,964","2,646","2,346","2,252","2,360","2,242",,,,"2,138",,Menard County, Texas
"https://en.wikipedia.org/wiki/Midland_County,_Texas",,,,,,,,,,,"1,033","1,741","3,464","2,449","8,005","11,721","25,785","67,717","65,433","82,636","106,611","116,009","136,872",,,,"176,832",,Midland County, Texas
"https://en.wikipedia.org/wiki/Milam_County,_Texas",,,,,,,"2,907","5,175","8,984","18,659","24,773","39,666","36,780","38,104","37,915","33,120","23,585","22,263","20,028","22,732","22,946","24,238","24,757",,,,"24,823",,Milam County, Texas
"https://en.wikipedia.org/wiki/Mills_County,_Texas",,,,,,,,,,,"5,493","7,851","9,694","9,019","8,293","7,951","5,999","4,467","4,212","4,477","4,531","5,151","4,936",,,,"4,873",,Mills County, Texas
"https://en.wikipedia.org/wiki/Mitchell_County,_Texas",,,,,,,,,,117,"2,059","2,855","8,956","7,527","14,183","12,477","14,357","11,255","9,073","9,088","8,016","9,698","9,403",,,,"8,545",,Mitchell County, Texas
"https://en.wikipedia.org/wiki/Montague_County,_Texas",,,,,,,,849,890,"11,257","18,863","24,800","25,123","22,200","19,159","20,442","17,070","14,893","15,326","17,410","17,274","19,117","19,719",,,,"19,818",,Montague County, Texas
"https://en.wikipedia.org/wiki/Montgomery_County,_Texas",,,,,,,"2,384","5,479","6,483","10,154","11,765","17,067","15,679","17,334","14,588","23,055","24,504","26,839","49,479","128,487","182,201","293,768","455,746",,,,"607,391",,Montgomery County, Texas
"https://en.wikipedia.org/wiki/Moore_County,_Texas",,,,,,,,,,,15,209,561,571,"1,555","4,461","13,349","14,773","14,060","16,575","17,865","20,121","21,904",,,,"20,940",,Moore County, Texas
"https://en.wikipedia.org/wiki/Morris_County,_Texas",,,,,,,,,,"5,032","6,580","8,220","10,439","10,289","10,028","9,810","9,433","12,576","12,310","14,629","13,200","13,048","12,934",,,,"12,388",,Morris County, Texas
"https://en.wikipedia.org/wiki/Motley_County,_Texas",,,,,,,,,,24,139,"1,257","2,396","4,107","6,812","4,994","3,963","2,870","2,178","1,950","1,532","1,426","1,210",,,,"1,200",,Motley County, Texas
"https://en.wikipedia.org/wiki/Nacogdoches_County,_Texas",,,,,,,"5,193","8,292","9,614","11,590","15,984","24,663","27,406","28,457","30,290","35,392","30,326","28,046","36,362","46,786","54,753","59,203","64,524",,,,"65,204",,Nacogdoches County, Texas
"https://en.wikipedia.org/wiki/Navarro_County,_Texas",,,,,,,"2,190","5,996","8,879","21,702","26,373","43,374","47,070","50,624","60,507","51,308","39,916","34,423","31,150","35,323","39,926","45,124","47,735",,,,"50,113",,Navarro County, Texas
"https://en.wikipedia.org/wiki/Newton_County,_Texas",,,,,,,"1,689","3,119","2,187","4,350","4,650","7,282","10,850","12,196","12,524","13,700","10,832","10,372","11,657","13,254","13,569","15,072","14,445",,,,"13,595",,Newton County, Texas
"https://en.wikipedia.org/wiki/Nolan_County,_Texas",,,,,,,,,,640,"1,573","2,611","11,999","10,868","19,323","17,309","19,808","18,963","16,220","17,359","16,594","15,802","15,216",,,,"14,714",,Nolan County, Texas
"https://en.wikipedia.org/wiki/Nueces_County,_Texas",,,,,,,698,"2,906","3,975","7,673","8,093","10,439","21,955","22,807","51,779","92,661","165,471","221,573","237,544","268,215","291,145","313,645","340,223",,,,"362,294",,Nueces County, Texas
"https://en.wikipedia.org/wiki/Ochiltree_County,_Texas",,,,,,,,,,,198,267,"1,602","2,331","5,224","4,213","6,024","9,380","9,704","9,588","9,128","9,006","10,223",,,,"9,836",,Ochiltree County, Texas
"https://en.wikipedia.org/wiki/Oldham_County,_Texas",,,,,,,,,,387,270,349,812,709,"1,404","1,385","1,672","1,928","2,258","2,283","2,278","2,185","2,052",,,,"2,112",,Oldham County, Texas
"https://en.wikipedia.org/wiki/Orange_County,_Texas",,,,,,,,"1,916","1,255","2,938","4,770","5,905","9,528","15,379","15,149","17,382","40,567","60,357","71,170","83,838","80,509","84,966","81,837",,,,"83,396",,Orange County, Texas
"https://en.wikipedia.org/wiki/Palo_Pinto_County,_Texas",,,,,,,,"1,524",,"5,885","8,320","12,291","19,506","23,431","17,576","18,456","17,154","20,516","28,962","24,062","25,055","27,026","28,111",,,,"29,189",,Palo Pinto County, Texas
"https://en.wikipedia.org/wiki/Panola_County,_Texas",,,,,,,"3,871","8,475","10,119","12,219","14,328","21,404","20,424","21,755","24,063","22,513","19,250","16,870","15,894","20,724","22,035","22,756","23,796",,,,"23,194",,Panola County, Texas
"https://en.wikipedia.org/wiki/Parker_County,_Texas",,,,,,,,"4,213","4,186","15,870","21,682","25,823","26,331","23,382","18,759","20,482","21,528","22,880","33,888","44,609","64,785","88,495","116,927",,,,"142,878",,Parker County, Texas
"https://en.wikipedia.org/wiki/Parmer_County,_Texas",,,,,,,,,,,7,34,"1,555","1,699","5,869","5,890","5,787","9,583","10,509","11,038","9,863","10,016","10,269",,,,"9,605",,Parmer County, Texas
"https://en.wikipedia.org/wiki/Pecos_County,_Texas",,,,,,,,,,"1,807","1,326","2,360","2,071","3,857","7,812","8,185","9,939","11,957","13,748","14,618","14,675","16,809","15,507",,,,"15,823",,Pecos County, Texas
"https://en.wikipedia.org/wiki/Polk_County,_Texas",,,,,,,"2,348","8,300","8,707","7,189","10,332","14,447","17,459","16,784","17,555","20,635","16,194","13,861","14,457","24,407","30,687","41,133","45,413",,,,"51,353",,Polk County, Texas
"https://en.wikipedia.org/wiki/Potter_County,_Texas",,,,,,,,,,28,849,"1,820","12,424","16,710","46,080","54,265","73,366","115,580","90,511","98,637","97,874","113,546","121,073",,,,"117,415",,Potter County, Texas
"https://en.wikipedia.org/wiki/Presidio_County,_Texas",,,,,,,,580,"1,636","2,873","1,698","3,676","5,218","12,202","10,154","10,925","7,354","5,460","4,842","5,188","6,637","7,304","7,818",,,,"6,704",,Presidio County, Texas
"https://en.wikipedia.org/wiki/Rains_County,_Texas",,,,,,,,,,"3,035","3,909","6,127","6,787","8,099","7,114","7,334","4,266","2,993","3,752","4,839","6,715","9,139","10,914",,,,"12,514",,Rains County, Texas
"https://en.wikipedia.org/wiki/Randall_County,_Texas",,,,,,,,,,3,187,963,"3,312","3,675","7,071","7,185","13,774","33,913","53,885","75,062","89,673","104,312","120,725",,,,"137,713",,Randall County, Texas
"https://en.wikipedia.org/wiki/Reagan_County,_Texas",,,,,,,,,,,,,392,377,"3,028","1,997","3,127","3,782","3,239","4,135","4,514","3,326","3,367",,,,"3,849",,Reagan County, Texas
"https://en.wikipedia.org/wiki/Real_County,_Texas",,,,,,,,,,,,,,"1,461","2,197","2,420","2,479","2,079","2,013","2,469","2,412","3,047","3,309",,,,"3,452",,Real County, Texas
"https://en.wikipedia.org/wiki/Red_River_County,_Texas",,,,,,,"3,906","8,535","10,653","17,194","21,452","29,893","28,564","35,829","30,923","29,769","21,851","15,682","14,298","16,101","14,317","14,314","12,860",,,,"12,023",,Red River County, Texas
"https://en.wikipedia.org/wiki/Reeves_County,_Texas",,,,,,,,,,,"1,247","1,847","4,392","4,457","6,407","8,006","11,745","17,644","16,526","15,801","15,852","13,137","13,783",,,,"15,976",,Reeves County, Texas
"https://en.wikipedia.org/wiki/Refugio_County,_Texas",,,,,,,288,"1,600","2,324","1,585","1,239","1,641","2,814","4,050","7,691","10,383","10,113","10,975","9,494","9,289","7,976","7,828","7,383",,,,"6,948",,Refugio County, Texas
"https://en.wikipedia.org/wiki/Roberts_County,_Texas",,,,,,,,,,32,326,620,950,"1,469","1,457","1,289","1,031","1,075",967,"1,187","1,025",887,929,,,,854,,Roberts County, Texas
"https://en.wikipedia.org/wiki/Robertson_County,_Texas",,,,,,,934,"4,997","9,990","22,383","26,506","31,480","27,454","27,933","27,240","25,710","19,908","16,157","14,389","14,653","15,511","16,000","16,622",,,,"17,074",,Robertson County, Texas
"https://en.wikipedia.org/wiki/Rockwall_County,_Texas",,,,,,,,,,"2,984","5,972","8,531","8,072","8,591","7,658","7,051","6,156","5,878","7,046","14,528","25,604","43,080","78,337",,,,"104,915",,Rockwall County, Texas
"https://en.wikipedia.org/wiki/Runnels_County,_Texas",,,,,,,,,,980,"3,193","5,379","20,858","17,074","21,821","18,903","16,771","15,016","12,108","11,872","11,294","11,495","10,501",,,,"10,264",,Runnels County, Texas
"https://en.wikipedia.org/wiki/Rusk_County,_Texas",,,,,,,"8,148","15,803","16,916","18,986","18,559","26,099","26,946","31,689","32,484","51,023","42,348","36,421","34,102","41,382","43,735","47,372","53,330",,,,"54,406",,Rusk County, Texas
"https://en.wikipedia.org/wiki/Sabine_County,_Texas",,,,,,,"2,498","2,750","3,256","4,161","4,969","6,394","8,582","12,299","11,998","10,896","8,568","7,302","7,187","8,702","9,586","10,469","10,834",,,,"10,542",,Sabine County, Texas
"https://en.wikipedia.org/wiki/San_Augustine_County,_Texas",,,,,,,"3,648","4,094","4,196","5,084","6,688","8,434","11,264","13,737","12,471","12,471","8,837","7,722","7,858","8,785","7,999","8,946","8,865",,,,"8,237",,San Augustine County, Texas
"https://en.wikipedia.org/wiki/San_Jacinto_County,_Texas",,,,,,,,,,"6,186","7,360","10,277","9,542","9,867","9,711","9,056","7,172","6,153","6,702","11,434","16,372","22,246","26,384",,,,"28,859",,San Jacinto County, Texas
"https://en.wikipedia.org/wiki/San_Patricio_County,_Texas",,,,,,,200,620,602,"1,010","1,312","2,372","7,307","11,386","23,836","28,871","35,842","45,021","47,288","58,013","58,749","67,138","64,804",,,,"66,730",,San Patricio County, Texas
"https://en.wikipedia.org/wiki/San_Saba_County,_Texas",,,,,,,,913,"1,425","5,324","6,641","7,569",,"10,045","10,273","11,012","8,666","6,381","5,540","5,693","5,401","6,186","6,131",,,,"6,055",,San Saba County, Texas
"https://en.wikipedia.org/wiki/Schleicher_County,_Texas",,,,,,,,,,,155,515,"1,893","1,851","3,166","3,083","2,852","2,791","2,277","2,820","2,990","2,935","3,461",,,,"2,793",,Schleicher County, Texas
"https://en.wikipedia.org/wiki/Scurry_County,_Texas",,,,,,,,,,102,"1,415","4,158","10,924","9,003","12,188","11,545","22,779","20,369","15,760","18,192","18,634","16,361","16,921",,,,"16,703",,Scurry County, Texas
"https://en.wikipedia.org/wiki/Shackelford_County,_Texas",,,,,,,,44,455,"2,037","2,012","2,461","4,201","4,960","6,695","6,211","5,001","3,990","3,323","3,915","3,316","3,302","3,378",,,,"3,265",,Shackelford County, Texas
"https://en.wikipedia.org/wiki/Shelby_County,_Texas",,,,,,,"4,239","5,362","5,732","9,532","14,365","20,452","26,423","27,464","28,627","29,235","23,479","20,479","19,672","23,084","22,034","25,224","25,448",,,,"25,274",,Shelby County, Texas
"https://en.wikipedia.org/wiki/Sherman_County,_Texas",,,,,,,,,,,34,104,"1,476","1,473","2,314","2,026","2,443","2,605","3,657","3,174","2,858","3,186","3,034",,,,"3,022",,Sherman County, Texas
"https://en.wikipedia.org/wiki/Smith_County,_Texas",,,,,,,"4,292","13,392","16,532","21,863","28,324","37,370","41,746","46,769","53,123","69,090","74,701","86,350","97,096","128,366","151,309","174,706","209,714",,,,"232,751",,Smith County, Texas
"https://en.wikipedia.org/wiki/Somervell_County,_Texas",,,,,,,,,,"2,649","3,419","3,498","3,931","3,563","3,016","3,071","2,542","2,577","2,793","4,154","5,360","6,809","8,490",,,,"9,128",,Somervell County, Texas
"https://en.wikipedia.org/wiki/Starr_County,_Texas",,,,,,,,"2,406","4,154","8,304","10,749","11,469","13,151","11,089","11,409","13,312","13,948","17,137","17,707","27,266","40,518","53,597","60,968",,,,"64,633",,Starr County, Texas
"https://en.wikipedia.org/wiki/Stephens_County,_Texas",,,,,,,,230,330,"4,725","4,926","6,466","7,980","15,403","16,560","12,356","10,597","8,885","8,414","9,926","9,010","9,674","9,630",,,,"9,366",,Stephens County, Texas
"https://en.wikipedia.org/wiki/Sterling_County,_Texas",,,,,,,,,,,,"1,127","1,493","1,053","1,431","1,404","1,282","1,177","1,056","1,206","1,438","1,393","1,143",,,,"1,291",,Sterling County, Texas
"https://en.wikipedia.org/wiki/Stonewall_County,_Texas",,,,,,,,,,104,"1,024","2,183","5,320","4,086","5,667","5,589","3,679","3,017","2,397","2,406","2,013","1,693","1,490",,,,"1,350",,Stonewall County, Texas
"https://en.wikipedia.org/wiki/Sutton_County,_Texas",,,,,,,,,,,658,"1,727","1,569","1,598","2,807","3,977","3,746","3,738","3,175","5,130","4,135","4,077","4,128",,,,"3,776",,Sutton County, Texas
"https://en.wikipedia.org/wiki/Swisher_County,_Texas",,,,,,,,,,4,100,"1,227","4,012","4,388","7,343","6,528","8,249","10,607","10,373","9,723","8,133","8,378","7,854",,,,"7,397",,Swisher County, Texas
"https://en.wikipedia.org/wiki/Tarrant_County,_Texas",,,,,,,664,"6,020","5,788","24,671","41,142","52,376","108,572","152,800","197,553","225,521","361,253","538,495","716,317","860,880","1,170,103","1,446,219","1,809,034",,,,"2,102,515",,Tarrant County, Texas
"https://en.wikipedia.org/wiki/Taylor_County,_Texas",,,,,,,,,,"1,736","6,957","10,499","26,293","24,081","41,023","44,147","63,370","101,078","97,853","110,932","119,655","126,555","131,506",,,,"138,034",,Taylor County, Texas
"https://en.wikipedia.org/wiki/Terrell_County,_Texas",,,,,,,,,,,,,"1,430","1,595","2,660","2,952","3,189","2,600","1,940","1,595","1,410","1,081",984,,,,776,,Terrell County, Texas
"https://en.wikipedia.org/wiki/Terry_County,_Texas",,,,,,,,,,,21,48,"1,474","2,236","8,883","11,160","13,107","16,286","14,118","14,581","13,218","12,761","12,651",,,,"12,337",,Terry County, Texas
"https://en.wikipedia.org/wiki/Throckmorton_County,_Texas",,,,,,,,124,,711,902,"1,750","4,563","3,589","5,253","4,275","3,618","2,767","2,205","2,053","1,880","1,850","1,641",,,,"1,501",,Throckmorton County, Texas
"https://en.wikipedia.org/wiki/Titus_County,_Texas",,,,,,,"3,636","9,648","11,339","5,959","8,190","12,292","16,422","18,128","16,003","19,228","17,302","16,785","16,702","21,442","24,009","28,118","32,334",,,,"32,750",,Titus County, Texas
"https://en.wikipedia.org/wiki/Tom_Green_County,_Texas",,,,,,,,,,"3,615","5,152","6,804","17,882","15,210","36,033","39,302","58,929","64,630","71,047","84,784","98,458","104,010","110,224",,,,"119,200",,Tom Green County, Texas
"https://en.wikipedia.org/wiki/Travis_County,_Texas",,,,,,,"3,138","8,080","13,153","27,028","36,322","47,386","55,620","57,616","77,777","111,053","160,980","212,136","295,516","419,573","576,407","812,280","1,024,266",,,,"1,273,954",,Travis County, Texas
"https://en.wikipedia.org/wiki/Trinity_County,_Texas",,,,,,,,"4,392","4,141","4,915","7,648","10,976","12,768","13,623","13,637","13,705","10,040","7,539","7,628","9,450","11,445","13,779","14,585",,,,"14,651",,Trinity County, Texas
"https://en.wikipedia.org/wiki/Tyler_County,_Texas",,,,,,,"1,894","4,525","5,010","5,825","10,877","11,899","10,250","10,415","11,448","11,948","11,292","10,666","12,417","16,223","16,646","20,871","21,766",,,,"21,672",,Tyler County, Texas
"https://en.wikipedia.org/wiki/Upshur_County,_Texas",,,,,,,"3,394","10,645","12,039","10,266","12,695","16,266","19,960","22,472","22,297","26,178","20,822","19,793","20,976","28,595","31,370","35,291","39,309",,,,"41,753",,Upshur County, Texas
"https://en.wikipedia.org/wiki/Upton_County,_Texas",,,,,,,,,,,52,48,501,253,"5,968","4,297","5,307","6,239","4,697","4,619","4,447","3,404","3,355",,,,"3,657",,Upton County, Texas
"https://en.wikipedia.org/wiki/Uvalde_County,_Texas",,,,,,,,506,851,"2,541","3,804","4,647","11,233","10,769","12,945","13,246","16,015","16,814","17,348","22,441","23,340","25,926","26,405",,,,"26,741",,Uvalde County, Texas
"https://en.wikipedia.org/wiki/Val_Verde_County,_Texas",,,,,,,,,,,"2,874","5,263","8,613","12,706","14,924","15,453","16,635","24,461","27,471","35,910","38,721","44,856","48,879",,,,"49,025",,Val Verde County, Texas
"https://en.wikipedia.org/wiki/Van_Zandt_County,_Texas",,,,,,,"1,348","3,777","6,494","12,619","16,225","25,481","25,651","30,784","32,315","31,155","22,593","19,091","22,155","31,426","37,944","48,140","52,579",,,,"56,590",,Van Zandt County, Texas
"https://en.wikipedia.org/wiki/Victoria_County,_Texas",,,,,,,"2,019","4,171","4,860","6,289","8,737","13,678","14,990","18,271","20,048","23,741","31,241","46,475","53,766","68,807","74,361","84,088","86,793",,,,"92,084",,Victoria County, Texas
"https://en.wikipedia.org/wiki/Walker_County,_Texas",,,,,,,"3,964","8,191","9,766","12,024","12,874","15,813","16,061","18,556","18,528","19,868","20,163","21,475","27,680","41,789","50,917","61,758","67,861",,,,"72,971",,Walker County, Texas
"https://en.wikipedia.org/wiki/Waller_County,_Texas",,,,,,,,,,"9,024","10,888","14,246","12,138","10,292","10,014","10,280","11,961","12,071","14,285","19,798","23,390","32,663","43,205",,,,"55,246",,Waller County, Texas
"https://en.wikipedia.org/wiki/Ward_County,_Texas",,,,,,,,,,,77,"1,451","2,389","2,615","4,599","9,575","13,346","14,917","13,019","13,976","13,115","10,909","10,658",,,,"11,998",,Ward County, Texas
"https://en.wikipedia.org/wiki/Washington_County,_Texas",,,,,,,"5,983","15,215","23,104","27,565","29,161","32,931","25,561","26,624","25,394","25,387","20,542","19,145","18,842","21,998","26,154","30,373","33,718",,,,"35,882",,Washington County, Texas
"https://en.wikipedia.org/wiki/Webb_County,_Texas",,,,,,,,"1,397","2,615","5,273","14,842","21,851","22,503","29,152","42,128","45,916","56,141","64,791","72,859","99,258","133,239","193,117","250,304",,,,"276,652",,Webb County, Texas
"https://en.wikipedia.org/wiki/Wharton_County,_Texas",,,,,,,"1,752","3,380","3,426","4,459","7,584","16,942","21,123","24,288","29,681","36,158","36,077","38,152","36,729","40,242","39,955","41,188","41,280",,,,"41,556",,Wharton County, Texas
"https://en.wikipedia.org/wiki/Wheeler_County,_Texas",,,,,,,,,,512,778,636,"5,258","7,397","15,555","12,411","10,317","7,947","6,434","7,137","5,879","5,284","5,410",,,,"5,056",,Wheeler County, Texas
"https://en.wikipedia.org/wiki/Wichita_County,_Texas",,,,,,,,,,433,"4,831","5,806","16,094","72,911","74,416","73,604","98,493","123,528","120,563","121,082","122,378","131,664","131,500",,,,"132,230",,Wichita County, Texas
"https://en.wikipedia.org/wiki/Wilbarger_County,_Texas",,,,,,,,,,126,"7,092","5,759","12,000","15,112","24,579","20,474","20,552","17,748","15,355","15,931","15,121","14,676","13,535",,,,"12,769",,Wilbarger County, Texas
"https://en.wikipedia.org/wiki/Willacy_County,_Texas",,,,,,,,,,,,,,,"10,499","13,230","20,920","20,084","15,570","17,495","17,705","20,082","22,134",,,,"21,358",,Willacy County, Texas
"https://en.wikipedia.org/wiki/Williamson_County,_Texas",,,,,,,"1,568","4,529","6,368","15,155","25,909","38,072","42,228","42,934","44,146","41,698","38,853","35,044","37,305","76,521","139,551","249,967","422,679",,,,"590,551",,Williamson County, Texas
"https://en.wikipedia.org/wiki/Wilson_County,_Texas",,,,,,,,,"2,556","7,118","10,655","13,961","17,066","17,289","17,606","17,066","14,672","13,267","13,041","16,756","22,650","32,408","42,918",,,,"51,070",,Wilson County, Texas
"https://en.wikipedia.org/wiki/Winkler_County,_Texas",,,,,,,,,,,18,60,442,81,"6,784","6,141","10,064","13,652","9,640","9,944","8,626","7,173","7,110",,,,"8,010",,Winkler County, Texas
"https://en.wikipedia.org/wiki/Wise_County,_Texas",,,,,,,,"3,160","1,450","16,601","24,134","27,116","26,450","23,363","19,178","19,074","16,141","17,012","19,687","26,575","34,679","48,793","59,127",,,,"69,984",,Wise County, Texas
"https://en.wikipedia.org/wiki/Wood_County,_Texas",,,,,,,,"4,968","6,894","11,212","13,932","21,048","23,417","27,707","24,183","24,360","21,308","17,653","18,589","24,697","29,380","36,752","41,964",,,,"45,539",,Wood County, Texas
"https://en.wikipedia.org/wiki/Yoakum_County,_Texas",,,,,,,,,,,4,26,602,504,"1,263","5,354","4,339","8,032","7,344","8,299","8,786","7,322","7,879",,,,"8,713",,Yoakum County, Texas
"https://en.wikipedia.org/wiki/Young_County,_Texas",,,,,,,,592,135,"4,726","5,049","6,540","13,657","13,379","20,128","19,004","16,810","17,254","15,400","19,001","18,126","17,943","18,550",,,,"18,010",,Young County, Texas
"https://en.wikipedia.org/wiki/Zapata_County,_Texas",,,,,,,,"1,248","1,488","3,636","3,562","4,760","3,809","2,929","2,867","3,916","4,405","4,393","4,352","6,628","9,279","12,182","14,018",,,,"14,179",,Zapata County, Texas
"https://en.wikipedia.org/wiki/Zavala_County,_Texas",,,,,,,,26,138,410,"1,097",792,"1,889","3,108","10,349","11,603","11,201","12,696","11,370","11,666","12,162","11,600","11,677",,,,"11,840",,Zavala County, Texas
"https://en.wikipedia.org/wiki/Beaver_County,_Utah",,,,,,,,785,"2,007","3,918","3,340","3,613","4,717","5,139","5,136","5,014","4,856","4,331","3,800","4,378","4,765","6,005","6,629",,,,"6,710",,Beaver County, Utah
"https://en.wikipedia.org/wiki/Box_Elder_County,_Utah",,,,,,,,"1,608","4,855","6,761","7,642","10,009","13,894","18,788","17,810","18,832","19,734","25,061","28,129","33,222","36,485","42,745","49,975",,,,"56,046",,Box Elder County, Utah
"https://en.wikipedia.org/wiki/Cache_County,_Utah",,,,,,,,,,,"15,509","18,139","23,062","26,992","27,424","29,797","33,536","35,788","42,331","57,176","70,183","91,391","112,656",,,,"128,289",,Cache County, Utah
"https://en.wikipedia.org/wiki/Carbon_County,_Utah",,,,,,,,,,,,"5,004","8,624","15,489","17,798","18,459","24,901","21,135","15,647","22,179","20,228","20,422","21,403",,,,"20,463",,Carbon County, Utah
"https://en.wikipedia.org/wiki/Daggett_County,_Utah",,,,,,,,,,,,,,400,411,564,364,"1,164",666,769,690,921,"1,059",,,980,,,Daggett County, Utah
